Generation,Max,Avg,Std,Min
0,28.630290198568872,-3.727822151522322,6.485129594258692,-9.727602431317006
1,28.630290198568872,-1.4169488090661235,9.395588320146382,-10.41976706001676
2,28.630290198568872,-0.6175022279908923,9.470688218436377,-9.727602431317006
3,32.02332183022885,1.1986958487662502,11.698851232620948,-9.727602431317006
4,45.710336298930756,5.090027371061226,12.933567354164266,-9.727602431317006
5,45.710336298930756,8.341550157407395,13.317175879573998,-13.328064804464791
6,45.710336298930756,6.39813960188058,12.90423095541337,-9.745218251615555
7,45.710336298930756,8.17992163219891,12.189078851510565,-9.751582994170992
8,45.710336298930756,11.12596228841263,12.293632711806803,-9.8564641676506
9,45.710336298930756,11.126395481599149,12.37573648895872,-9.730139608828662
10,45.710336298930756,10.499978461778802,13.21361551918821,-9.580837316118316
11,45.710336298930756,11.722290680751893,12.258157353472907,-8.290889159199313
12,45.710336298930756,13.140510915801773,12.22085548793461,-5.56319425097179
13,46.01704854648459,15.245386809883792,13.295118542904886,-6.861985585944855
14,46.01704854648459,18.750919557240707,12.9837954112119,-3.315100729877134
15,48.1069351381784,23.180915355604743,12.395248603847241,-3.2507437202157945
16,48.1069351381784,27.601475936686334,10.613376169891808,8.847699277140102
17,48.1069351381784,30.720068327103814,9.439074677149774,-0.30587288173991567
18,48.16039682273238,32.46838649600589,9.259637357040212,14.416866194004037
19,48.16039682273238,31.69743828528566,10.405455746064707,-0.29359415694556645
20,48.16039682273238,32.33455320439532,9.905378244910946,12.202592111088833
21,48.16039682273238,34.08020700713882,10.409438518089969,-3.2878996778184835
22,48.16039682273238,33.46598835799394,10.21387845129401,12.202592111088833
23,48.249202058678875,34.31409652220191,10.045058329574648,12.202592111088833
24,48.65903346622351,34.27187230112529,10.2741341267459,12.202592111088833
25,48.65903346622351,36.763676019638474,8.51672953301778,20.14150075274643
26,48.65903346622351,35.33276566119775,9.239610066039639,17.498839461239825
27,48.65903346622351,34.858832827018325,9.306873519701844,12.202592111088833
28,48.65903346622351,33.81515179183131,10.878126057133535,-0.9954147399395836
29,49.795652720914376,36.33841983858325,9.33270448302489,12.202592111088833
