Generation,Max,Avg,Std,Min
0,16.256137442012495,-4.972161059837586,4.8614996465172275,-12.56032213119175
1,32.46628830680969,-2.2085321755114014,7.626954412975858,-9.727602431317006
2,32.46628830680969,-2.058450383915235,8.231194517961288,-10.341261653205553
3,32.46628830680969,0.9886517862773241,10.388126832544065,-9.75969445708289
4,32.46628830680969,4.24338736235304,11.073097074895484,-9.805381016489285
5,32.46628830680969,5.658980206573758,10.875463705375939,-9.771551866390315
6,32.46628830680969,7.497649180565706,11.80191268196188,-9.727602431317006
7,32.46628830680969,7.963000957940718,12.676343432703622,-9.734786535848169
8,32.65577694243073,9.605198061977722,10.68512402484273,-7.133669667562371
9,36.98024218122093,9.800835249910275,11.805517610316572,-9.727602431317006
10,36.98024218122093,8.977603778081102,11.614764504104734,-9.727602431317006
11,36.98024218122093,10.068887999335747,11.153090807175113,-8.40139659457967
12,37.180467763108396,11.815602732029163,12.188152122784276,-8.419977590490028
13,37.180467763108396,8.017774146919102,11.967410103383957,-9.727602431317006
14,43.17437244413139,12.606031717794423,12.920645661045937,-8.461328758043715
15,43.17437244413139,11.83286884885135,13.294390138593332,-9.783194064199918
16,43.17437244413139,11.095503425607376,13.290654134950136,-9.736515109024786
17,44.35442417003479,13.052576209849862,13.572783048886167,-7.470705430128888
18,45.69194978199279,16.93291875886555,12.215291455368964,-6.652362491412834
19,47.15944790020539,16.46335339239231,13.014816471904604,-5.690730674188998
20,47.15944790020539,15.791151624485641,12.60903938136718,-5.646917669925013
21,47.15944790020539,17.56897862192326,12.925864835361011,-5.76448104697187
22,47.15944790020539,16.226413331302076,13.272741448695927,-5.792688651397718
23,47.15944790020539,17.674744848104577,11.535023106496066,-5.644791011173833
24,47.15944790020539,17.247056725757812,13.066733370186691,-5.691060555114991
25,47.15944790020539,19.910437044841657,12.124468317966697,-3.3327948765099755
26,47.15944790020539,21.58870837548463,11.362205592761223,-3.2505903208767073
27,47.98866787333307,21.88991782004524,11.870031348704693,-3.2505903208767073
28,47.98866787333307,23.392802251757193,11.787044440734217,-3.2505903208767073
29,49.66869893047367,22.424065881228554,12.370282146849584,-3.403635380256521
