Generation,Max,Avg,Std,Min
0,29.91185483435796,-5.077826840459554,5.704901490061005,-19.956605335529943
1,29.91185483435796,-3.603169626511755,7.937842239509051,-22.12447406096137
2,30.947224753563862,-1.0033287754930456,9.344906516838616,-9.781652768629762
3,30.947224753563862,0.3883128093389024,10.882879257923395,-19.07314624148288
4,30.947224753563862,-0.13147373569567797,11.378686653082992,-25.365222834348494
5,32.26160052569703,0.9875843484523176,12.076554035766698,-24.674577155726503
6,37.13796071725487,3.117160569698407,12.803039579085105,-16.80266244866356
7,37.13796071725487,3.0647258978504897,12.511249199598517,-18.79568817203849
8,37.13796071725487,4.5028988066218325,11.533378519792723,-13.342612734032262
9,37.13796071725487,5.921700026940195,11.736664210313268,-13.730196911223832
10,37.13796071725487,7.202609475902502,13.107895631830901,-24.36657123571362
11,37.13796071725487,6.147315012447234,12.307073143299116,-16.12291171500037
12,37.13796071725487,7.43413970049878,11.567283851413293,-15.562230181602274
13,37.13796071725487,8.7323550359026,12.766818304277457,-20.136065115826177
14,37.13796071725487,7.964009293138402,14.033756942304326,-19.682576578495066
15,37.13796071725487,7.291758840976996,13.392098329352393,-13.234025423352048
16,37.13796071725487,8.694233042559263,14.45236605895103,-16.720465506589335
17,37.13796071725487,11.037272227344172,15.072840071790454,-17.445921222828854
18,37.13796071725487,9.837904327720134,15.209296946079316,-11.722593658521271
19,37.13796071725487,17.720526450286396,17.151097271795567,-10.504018541168513
20,37.13796071725487,28.171339618772276,13.752998574114299,-11.633595183461772
21,37.13796071725487,34.708097452895814,8.29687224853771,-6.308670606207896
22,37.13796071725487,37.13796071725488,7.105427357601002e-15,37.13796071725487
23,37.13796071725487,37.13796071725488,7.105427357601002e-15,37.13796071725487
24,37.13796071725487,36.73414292850476,4.0179362668653615,-3.243818157756298
25,46.175068365636086,34.22891389845784,10.46457725719164,-14.94570669062863
26,46.175068365636086,35.596016508111006,7.46577621509143,-6.560304291358802
27,46.175068365636086,36.83199285866028,4.053582608249199,-2.4959327905864237
28,46.175068365636086,34.75288662089516,9.166916485585183,-5.691526837126716
29,46.175068365636086,32.25331502888747,11.62491454123374,-11.38583414883586
