Generation,Max,Avg,Std,Min
0,14.945056471457445,-3.282618126218157,6.305923176724731,-7.411996478410666
1,16.973989362820905,-1.7146091069842047,8.001632412823037,-13.2796459362058
2,16.973989362820905,-0.35573677945359705,9.028833010539872,-13.315519750916941
3,31.762750191850547,1.0064364312597343,10.590068629157953,-13.27181719063729
4,31.762750191850547,1.9996580548570586,10.650571145339548,-13.27181719063729
5,31.762750191850547,4.913977429972013,10.701561250865463,-8.510506481357758
6,31.762750191850547,6.586426129396738,10.92772028293201,-7.563660224060932
7,33.150755233323665,9.438466320755685,10.477435651441997,-7.615683456943794
8,33.150755233323665,8.243473577266753,11.4956607695266,-13.423387067362842
9,33.150755233323665,7.01210006590739,10.497081960585824,-19.16190638704209
10,56.04823019572661,8.788241299381394,10.612601763649367,-8.099013303074985
11,56.04823019572661,9.202236368836314,12.083691470011651,-13.277698145082795
12,56.04823019572661,10.767291023332719,11.53229815101506,-13.174853078666292
13,56.04823019572661,11.771803058634097,12.897959362880341,-9.283963981502797
14,56.04823019572661,13.102020590970474,13.692767031249387,-8.875922685226673
15,56.04823019572661,12.174489486794052,13.574829634781553,-6.548905428444442
16,56.04823019572661,12.67710079991824,13.691723200535606,-12.693861821100516
17,56.04823019572661,15.99342458560781,15.503252430765365,-8.074031277970883
18,56.04823019572661,18.173099780667627,16.015643636049887,-6.232717760471363
19,56.04823019572661,20.806621027431948,15.738691453530326,-6.232717760471363
20,84.08741155857153,27.736333823769613,14.585520979378806,-7.163993226365923
21,84.08741155857153,32.22319388376547,11.38336169707906,-1.9450922262378825
22,84.08741155857153,34.67942729754736,8.621582291918976,13.908865486281016
23,84.08741155857153,33.48232280327651,10.263193116600839,1.54516095589549
24,84.08741155857153,35.145664746104394,8.590956517089527,12.05340981882533
25,84.08741155857153,34.9836661228165,11.16160798012359,7.945612974997616
26,84.08741155857153,34.67314724590311,12.794441788944432,1.3917652259095163
27,84.08741155857153,33.79471014518464,13.017062589204187,4.471026948868918
28,84.08741155857153,30.56567275155612,15.910020113494312,-7.226473886718036
29,84.08741155857153,29.449883967683196,18.608057284091494,-2.3878736733075954
