Generation,Max,Avg,Std,Min
0,14.985726668894943,-4.925233623390307,3.743442842958853,-11.777709038310284
1,14.985726668894943,-4.021303753752885,4.936414315530751,-12.0272180087085
2,14.99426813745555,-3.3660810972032635,6.411714144687721,-11.854928091374582
3,19.928679404450005,-1.8139983675767797,7.271365917643055,-8.426857688437345
4,19.928679404450005,1.5115817428713183,8.645987170996895,-7.523690213613541
5,19.928679404450005,2.2026832560125094,9.091370399405209,-11.773232668718435
6,21.193863477350355,4.418848047882155,9.734298413152596,-11.76851785581501
7,21.193863477350355,4.875939279921337,9.520134430391467,-8.9329685103554
8,21.193863477350355,4.1759893911187485,9.499297990075306,-11.775832775857054
9,23.10255718660422,5.046886690188658,9.27763111501224,-11.644870307767555
10,23.10255718660422,5.229934980254006,9.347291616297754,-10.587850531346419
11,23.10255718660422,5.962926461281144,9.491648982256935,-11.794502287128076
12,23.10255718660422,6.164648321901264,9.229476225181516,-10.201587744901861
13,23.10255718660422,5.4519124107581645,9.23329252765455,-11.777709038310284
14,23.10255718660422,5.9781959701507805,8.845050494831037,-8.986848455865267
15,23.167683302933536,6.890476312520207,9.124728930232736,-11.776768456262385
16,23.167683302933536,6.5933872661968085,8.8649749121698,-10.192871308440159
17,23.167683302933536,8.15380399693253,8.134435793846869,-7.51025507448762
18,23.41746433397834,6.934915385622726,8.786093090309645,-10.206280845304939
19,23.781102339660713,7.115856360392927,9.282082680113025,-8.581398244414139
20,23.781102339660713,6.125459279611805,10.301754440725315,-11.79972704355605
21,23.781102339660713,6.263851569373498,9.601172346281405,-11.79346975449129
22,23.781102339660713,7.839926439174841,8.586521487009225,-8.073791665298362
23,24.40127945328569,7.241060636547885,8.902533945832802,-11.744046415393893
24,34.51383875655771,7.915910161171542,9.081268305798167,-10.17094681172749
25,34.51383875655771,8.475367863937832,8.85730520240464,-9.567061213867616
26,34.51383875655771,8.960379546409206,8.785870132486819,-7.262660433147335
27,34.51383875655771,9.00204397493089,8.880097873582203,-7.968520294262362
28,34.51383875655771,10.207385484185437,9.942943677031284,-9.101888569125231
29,34.51383875655771,10.004221348049342,10.599885699148446,-11.764530509891419
