Generation,Max,Avg,Std,Min
0,16.45003207855369,-4.599824974449857,5.613986035640536,-15.367865814008042
1,16.45003207855369,-3.9824865384917443,6.363863389299268,-15.187364319041984
2,16.45003207855369,-3.813149399530557,7.077706053842664,-16.01815781312678
3,16.45003207855369,-2.285854608570044,7.915073437854846,-18.58867138376628
4,16.45003207855369,-1.5906602992337973,8.74905086129499,-15.494243990594205
5,16.45003207855369,-0.08283995935739843,9.348204555109987,-15.71959057831635
6,16.45003207855369,1.5674968882916824,9.245842077618118,-15.225218049780592
7,16.564014960241256,0.9992275274641947,9.580401690779102,-15.079155803347419
8,16.564014960241256,2.698070941715439,10.021619093433062,-13.527886305873155
9,17.286348884583486,4.496828052265007,10.150550245989036,-15.131139895649751
10,24.499649639540173,4.579473851974938,10.148049007534993,-13.516328725969618
11,24.499649639540173,6.0129444694995735,10.167563866016367,-15.07870562823009
12,24.499649639540173,3.892285982134209,10.81905024528469,-15.81659155144369
13,24.499649639540173,7.213752154268293,10.017358003683313,-15.561641268101312
14,24.499649639540173,7.144810796365197,10.196199074802816,-11.777709038310284
15,24.499649639540173,7.555034405909821,10.424142723380058,-13.765930946414688
16,24.499649639540173,9.56480640123934,10.762711627594374,-11.777709038310284
17,24.499649639540173,12.29384201610486,11.469682718789507,-13.46287292927522
18,24.499649639540173,14.160417105092856,11.98585655332019,-11.817057693620793
19,25.209696522091342,21.364580440147275,7.830471063551636,-11.76851785581501
20,29.969655819553687,21.96538099797445,7.36576163552504,-6.52804275951974
21,29.969655819553687,23.060880605993884,4.395809874460662,0.3144294779822374
22,29.969655819553687,20.38477865533971,8.775637803571623,-9.375975062884176
23,30.186163533294074,21.704243782174466,6.888874315967385,-8.100085668971648
24,30.186163533294074,22.083319378457563,6.548002853819216,-6.660679186362582
25,30.186163533294074,20.93190129577567,8.805461767814128,-15.30273792739699
26,30.202617578712086,20.722843616799487,7.766948988235632,-6.638132374063632
27,31.323769866339024,20.23923094131943,8.728759662734912,-7.9048441724229095
28,37.023158667924115,20.322778023048592,9.537807342806882,-11.987460400244746
29,37.25618736310766,19.64113073106527,9.653136943310514,-3.8025041360806355
