Generation,Max,Avg,Std,Min
0,24.566823361396903,-3.531427903093171,6.477160824257806,-7.220991141731058
1,24.566823361396903,-2.8288589633283663,7.722884409634344,-13.27181719063729
2,24.566823361396903,-0.5454210572689041,9.53493795726267,-13.27181719063729
3,24.566823361396903,1.0551112283773736,9.45113511249859,-13.17625221634778
4,31.712165474910083,2.554700208823548,10.088012811337332,-10.427116718241319
5,31.712165474910083,3.940319402374549,11.26358928874515,-13.279974020640577
6,31.712165474910083,5.325759811027775,11.323620057381836,-13.27181719063729
7,31.712165474910083,5.704955710350858,10.896181433986065,-13.439278568500335
8,31.712165474910083,5.997114492773291,10.713767504489114,-13.27181719063729
9,32.66952709806479,6.865831156594442,11.372679026997927,-13.38880803075013
10,32.66952709806479,7.4056145864153455,11.370038608267347,-6.933569159701872
11,32.68939166012035,7.923029795090103,10.89800193722374,-13.748686034649797
12,32.68939166012035,7.566752794804743,10.176379449765623,-10.901172844341023
13,40.5800322861665,9.213456597583908,11.271054217639694,-13.27181719063729
14,40.5800322861665,9.750349836946517,10.93596798482854,-7.844233180894623
15,40.5800322861665,11.708067085951349,10.81039168147161,-6.725052678932553
16,40.5800322861665,9.58313269536221,12.941460256517368,-13.504180955495794
17,44.10865893865406,9.836569107358404,12.548824936064403,-9.522855788072867
18,48.70757643206801,10.783689005642987,13.465535458758021,-9.379101891755568
19,48.70757643206801,11.560490604363313,13.197500083814404,-13.27181719063729
20,48.70757643206801,11.031744574985202,13.631153186159441,-10.37986692089575
21,48.70757643206801,11.961931013007082,14.183116542566856,-11.926150533036688
22,48.70757643206801,11.320551471300725,13.953238240981156,-13.505953041191699
23,48.70757643206801,13.571147857161131,13.115272543894442,-6.912549835946662
24,48.70757643206801,10.904427693116336,13.103384109639268,-13.397184994575397
25,48.70757643206801,11.74351212595082,13.301085370611005,-8.578879635481577
26,48.70757643206801,12.260533246612413,12.89613082372146,-8.214563272771375
27,48.70757643206801,12.478002282450102,14.111684069300697,-13.824365379741476
28,48.70757643206801,13.425879344733959,13.95123299057723,-10.507118973044044
29,48.70757643206801,14.682238931450973,14.562076039042067,-7.165181462875283
