Generation,Max,Avg,Std,Min
0,15.175944114932413,-4.555326474886832,6.060756915335108,-18.853929551673524
1,15.175944114932413,-3.244397539351832,6.987485343445746,-17.998373404447634
2,15.175944114932413,-2.4071732466184135,7.540964487183439,-15.232647339435758
3,20.376250116449334,-1.3445755216609079,8.315848952823618,-15.07870562823009
4,20.376250116449334,-0.3417887914772868,9.377221209571491,-16.86310450801335
5,20.376250116449334,-0.46153207629103166,8.859248087479592,-15.482575339609088
6,21.202338995321355,2.6097804668848896,9.739751849356347,-15.35031597637316
7,21.202338995321355,1.3482262556061577,9.656250970501075,-17.1013670379508
8,21.202338995321355,3.311657099694776,9.82538065151015,-15.188949280513901
9,21.202338995321355,3.5189300131246712,10.673016077680261,-13.45549577995078
10,21.202338995321355,4.928080824593139,10.197075620972772,-9.213805157008725
11,21.202338995321355,4.211632169639567,9.95131132882718,-10.653040485267542
12,21.333009732618656,4.565238637438717,10.372856180476903,-15.365546276919682
13,25.241498108474016,7.2030639649185195,9.82430370889147,-12.04083304034806
14,25.241498108474016,5.899266750276085,10.026074270041393,-11.965311430272553
15,25.241498108474016,7.50619243419516,9.932127232479989,-19.098670329268607
16,25.241498108474016,6.088672822825214,10.360799502789877,-15.07382853530649
17,25.241498108474016,8.025633747063242,10.533032861093858,-15.044282087352741
18,25.241498108474016,9.957053387777812,9.289080069203372,-11.827058504641702
19,25.241498108474016,11.543104438800631,8.196154519788625,-16.140866431002113
20,25.241498108474016,10.723975462166386,9.345096919383733,-13.631128702149159
21,25.241498108474016,12.748359246074761,8.127525867553643,-11.905778571996741
22,25.241498108474016,11.76967068515001,9.35877430742792,-11.777709038310284
23,25.241498108474016,11.804976391744358,9.839219405431576,-13.563857240984529
24,25.241498108474016,12.478511386457921,10.404074062538786,-11.777709038310284
25,25.241498108474016,12.014393407651728,11.55518550739222,-13.660001571070996
26,25.241498108474016,13.642100660656968,11.16287498281382,-11.84823049172239
27,25.241498108474016,19.26323262010291,9.0467872436259,-8.132440274390945
28,25.241498108474016,22.97224195142465,5.8962821744482135,-5.796098806628629
29,25.241498108474016,24.822239272742216,3.171668541663792,-5.796098806628629
